"title","genre","director","year","duration","gross","budget","cast_facebook_likes","votes","reviews","rating","duration2"
"Thumbsucker","Comedy","Mike Mills",2005,96,1325073,4000000,1208,18762,205,6.6,"[ 63,100)"
"The Weather Man","Comedy","Gore Verbinski",2005,102,12469811,22000000,13156,69172,472,6.6,"[100,120)"
"The Sisterhood of the Traveling Pants","Comedy","Ken Kwapis",2005,119,39008741,25000000,6862,44838,311,6.6,"[100,120)"
"Nanny McPhee","Comedy","Kirk Jones",2005,97,47124400,25000000,17278,49676,309,6.6,"[ 63,100)"
"A Lot Like Love","Comedy","Nigel Cole",2005,107,21835784,30000000,1095,58297,273,6.6,"[100,120)"
"Hitch","Comedy","Andy Tennant",2005,118,177575142,70000000,13426,244840,543,6.6,"[100,120)"
"The Work and the Glory II: American Zion","Drama","Sterling Van Wagenen",2005,100,2024854,6500000,1942,564,25,6.6,"[100,120)"
"Derailed","Drama","Mikael Hafstrom",2005,112,36020063,22000000,2019,62584,491,6.6,"[100,120)"
"The Great Raid","Action","John Dahl",2005,132,10166502,80000000,12133,18209,264,6.7,"[120,280]"
"Charlie and the Chocolate Factory","Adventure","Tim Burton",2005,115,206456431,150000000,57844,320284,1637,6.7,"[100,120)"
"Just Like Heaven","Comedy","Mark Waters",2005,95,48291624,58000000,2876,82819,405,6.7,"[ 63,100)"
"The Ballad of Jack and Rose","Drama","Rebecca Miller",2005,112,712294,1500000,859,9408,143,6.7,"[100,120)"
"The Lost City","Drama","Andy Garcia",2005,144,2483955,9600000,1674,8369,217,6.7,"[120,280]"
"The Exorcism of Emily Rose","Drama","Scott Derrickson",2005,122,75072454,20000000,2759,96569,755,6.7,"[120,280]"
"The Hitchhiker's Guide to the Galaxy","Adventure","Garth Jennings",2005,109,51019112,50000000,14073,155745,1329,6.8,"[100,120)"
"Waiting...","Comedy","Rob McKittrick",2005,94,16101109,3000000,19957,76467,327,6.8,"[ 63,100)"
"The Matador","Comedy","Richard Shepard",2005,96,12570442,10000000,4053,40514,425,6.8,"[ 63,100)"
"Goal! The Dream Begins","Drama","Danny Cannon",2005,118,4280577,10000000,2859,50919,204,6.8,"[100,120)"
"Four Brothers","Action","John Singleton",2005,109,74484168,45000000,2740,109894,463,6.9,"[100,120)"
"The Island","Action","Michael Bay",2005,136,35799026,126000000,34838,263336,1156,6.9,"[120,280]"
"Madagascar","Adventure","Eric Darnell",2005,86,193136719,75000000,1777,266636,566,6.9,"[ 63,100)"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure","Andrew Adamson",2005,150,291709845,180000000,1317,286506,1747,6.9,"[120,280]"
"The Upside of Anger","Comedy","Mike Binder",2005,118,18761993,9000000,2944,19007,344,6.9,"[100,120)"
"Dreamer: Inspired by a True Story","Drama","John Gatins",2005,98,32701088,32000000,1400,10018,183,6.9,"[ 63,100)"
"Harsh Times","Action","David Ayer",2005,116,3335839,2000000,50313,54657,340,7,"[100,120)"
"End of the Spear","Adventure","Jim Hanon",2005,108,11703287,10000000,1058,4360,195,7,"[100,120)"
"The Chumscrubber","Comedy","Arie Posin",2005,108,49526,6800000,2119,16299,203,7,"[100,120)"
"An Unfinished Life","Drama","Lasse Hallstrom",2005,108,8535575,30000000,11519,24033,259,7,"[100,120)"
"Rent","Drama","Chris Columbus",2005,135,29077547,40000000,5917,41685,900,7,"[120,280]"
"Syriana","Drama","Stephen Gaghan",2005,128,50815288,50000000,14747,109188,983,7,"[120,280]"
"The 40-Year-Old Virgin","Comedy","Judd Apatow",2005,133,109243478,26000000,8341,313797,763,7.1,"[120,280]"
"The Jacket","Drama","John Maybury",2005,94,6301131,29000000,5085,92850,424,7.1,"[ 63,100)"
"Kingdom of Heaven","Action","Ridley Scott",2005,194,47396698,130000000,19600,217373,1181,7.2,"[120,280]"
"Dave Chappelle's Block Party","Comedy","Michel Gondry",2005,100,11694528,3000000,2165,7721,186,7.2,"[100,120)"
"Coach Carter","Drama","Thomas Carter",2005,136,67253092,30000000,20299,92702,336,7.2,"[120,280]"
"Duma","Adventure","Carroll Ballard",2005,100,860002,12000000,1579,6454,81,7.3,"[100,120)"
"North Country","Drama","Niki Caro",2005,126,18324242,35000000,20563,32815,369,7.3,"[120,280]"
"Memoirs of a Geisha","Drama","Rob Marshall",2005,145,57010853,85000000,2380,119286,777,7.3,"[120,280]"
"Transamerica","Adventure","Duncan Tucker",2005,103,9013113,1000000,3192,36321,399,7.4,"[100,120)"
"The Squid and the Whale","Comedy","Noah Baumbach",2005,88,7362100,1500000,479,60295,342,7.4,"[ 63,100)"
"Me and You and Everyone We Know","Comedy","Miranda July",2005,91,3885134,2000000,1349,31130,394,7.4,"[ 63,100)"
"Star Wars: Episode III - Revenge of the Sith","Action","George Lucas",2005,140,380262555,113000000,44042,520104,3645,7.6,"[120,280]"
"Thank You for Smoking","Comedy","Jason Reitman",2005,92,24792061,6500000,25092,191998,562,7.6,"[ 63,100)"
"Kiss Kiss Bang Bang","Comedy","Shane Black",2005,103,4235837,15000000,23932,175962,559,7.6,"[100,120)"
"Brokeback Mountain","Drama","Ang Lee",2005,134,83025853,14000000,39789,259837,2611,7.7,"[120,280]"
"Serenity","Action","Joss Whedon",2005,119,25335935,40000000,2853,242599,1870,8,"[100,120)"
"V for Vendetta","Action","James McTeigue",2005,132,70496802,54000000,22417,791783,2567,8.2,"[120,280]"
"Batman Begins","Action","Christopher Nolan",2005,128,205343774,150000000,59558,980946,3163,8.3,"[120,280]"
"Crossover","Action","Preston A. Whitmore II",2006,95,7009668,5600000,2000,8707,61,2.1,"[ 63,100)"
"Date Movie","Comedy","Aaron Seltzer",2006,85,48546578,20000000,6539,50415,712,2.7,"[ 63,100)"
"Doogal","Adventure","Dave Borthwick",2006,77,7382993,20000000,2185,3851,145,2.8,"[ 63,100)"
"Phat Girlz","Comedy","Nnegest Likke",2006,99,7059537,3000000,2321,8279,138,3,"[ 63,100)"
"Larry the Cable Guy: Health Inspector","Comedy","Trent Cooper",2006,89,15655665,4000000,2135,9104,149,3.1,"[ 63,100)"
"Zoom","Action","Peter Hewitt",2006,83,11631245,35000000,5022,15015,176,4.2,"[ 63,100)"
"Littleman","Comedy","Keenen Ivory Wayans",2006,98,58255287,64000000,6334,39471,265,4.3,"[ 63,100)"
"Ultraviolet","Action","Kurt Wimmer",2006,94,18500966,30000000,15271,70341,988,4.4,"[ 63,100)"
"The Shaggy Dog","Comedy","Brian Robbins",2006,98,61112916,50000000,24664,14888,159,4.4,"[ 63,100)"
"Happily N'Ever After","Adventure","Paul Bolger",2006,75,15519841,47000000,6863,8693,164,4.5,"[ 63,100)"
"Big Momma's House 2","Comedy","John Whitesell",2006,99,70163652,40000000,19334,31968,147,4.6,"[ 63,100)"
"The Marine","Action","John Bonito",2006,92,18843314,20000000,1045,27486,362,4.7,"[ 63,100)"
"Pulse","Drama","Jim Sonzero",2006,90,20259297,20000000,19952,24969,406,4.7,"[ 63,100)"
"DOA: Dead or Alive","Action","Corey Yuen",2006,87,480314,21000000,4473,38503,290,4.8,"[ 63,100)"
"Madea's Family Reunion","Comedy","Tyler Perry",2006,107,63231524,6000000,5264,8962,183,5,"[100,120)"
"Eragon","Action","Stefen Fangmeier",2006,104,75030163,100000000,4487,108076,1860,5.1,"[100,120)"
"Unaccompanied Minors","Adventure","Paul Feig",2006,90,16647384,26000000,4431,8398,129,5.1,"[ 63,100)"
"My Super Ex-Girlfriend","Comedy","Ivan Reitman",2006,95,22526144,30000000,2737,53884,350,5.1,"[ 63,100)"
"Scary Movie 4","Comedy","David Zucker",2006,89,90703745,45000000,5855,93748,561,5.1,"[ 63,100)"
"The Covenant","Action","Renny Harlin",2006,97,23292105,20000000,3261,39541,454,5.3,"[ 63,100)"
"Aquamarine","Comedy","Elizabeth Allen Rosenbaum",2006,104,18595716,12000000,3963,30462,216,5.3,"[100,120)"
"Just My Luck","Comedy","Donald Petrie",2006,103,17324744,28000000,3211,44103,247,5.3,"[100,120)"
"Employee of the Month","Comedy","Greg Coolidge",2006,103,28435406,12000000,4441,37681,236,5.5,"[100,120)"
"American Dreamz","Comedy","Paul Weitz",2006,107,7156725,19000000,5992,22639,370,5.5,"[100,120)"
"Poseidon","Action","Wolfgang Petersen",2006,98,60655503,160000000,92456,82380,860,5.6,"[ 63,100)"
"Hoot","Adventure","Wil Shriner",2006,91,8080116,15000000,10732,6562,115,5.6,"[ 63,100)"
"The Pink Panther","Adventure","Shawn Levy",2006,93,82226474,65000000,1267,65499,571,5.6,"[ 63,100)"
"The Benchwarmers","Comedy","Dennis Dugan",2006,75,57651794,33000000,13125,40651,299,5.6,"[ 63,100)"
"Failure to Launch","Comedy","Tom Dey",2006,95,88658172,50000000,37967,58412,385,5.6,"[ 63,100)"
"You, Me and Dupree","Comedy","Anthony Russo",2006,110,75604320,54000000,847,68417,331,5.6,"[100,120)"
"Lady in the Water","Drama","M. Night Shyamalan",2006,110,42272747,70000000,5609,78635,1324,5.6,"[100,120)"
"Eye of the Dolphin","Comedy","Michael D. Sellers",2006,100,71904,2500000,1491,806,36,5.7,"[100,120)"
"The Break-Up","Comedy","Peyton Reed",2006,106,118683135,52000000,8315,102167,666,5.8,"[100,120)"
"The Ant Bully","Adventure","John A. Davis",2006,88,28133159,50000000,33822,30055,175,5.9,"[ 63,100)"
"Friends with Money","Comedy","Nicole Holofcener",2006,88,13367101,6500000,1140,19715,277,5.9,"[ 63,100)"
"School for Scoundrels","Comedy","Todd Phillips",2006,108,17803796,20000000,4374,26100,207,5.9,"[100,120)"
"The Fast and the Furious: Tokyo Drift","Action","Justin Lin",2006,104,62494975,85000000,1235,179500,536,6,"[100,120)"
"World Trade Center","Drama","Oliver Stone",2006,129,70236496,63000000,14421,67395,806,6,"[120,280]"
"The Sentinel","Action","Clark Johnson",2006,107,36279230,60000000,1352,42144,374,6.1,"[100,120)"
"Superman Returns","Action","Bryan Singer",2006,169,200069408,209000000,29991,240396,2801,6.1,"[120,280]"
"The Good German","Drama","Steven Soderbergh",2006,105,1304837,32000000,2355,21481,358,6.1,"[100,120)"
"Flicka","Adventure","Michael Mayer",2006,95,20998709,15000000,3845,6095,122,6.2,"[ 63,100)"
"Open Season","Adventure","Roger Allers",2006,83,84303558,85000000,6081,65270,207,6.2,"[ 63,100)"
"Poultrygeist: Night of the Chicken Dead","Comedy","Lloyd Kaufman",2006,103,23000,500000,1411,5931,146,6.2,"[100,120)"
"I Want Someone to Eat Cheese With","Comedy","Jeff Garlin",2006,80,194568,1500000,2179,2963,60,6.2,"[ 63,100)"
"Running with Scissors","Comedy","Ryan Murphy",2006,122,6754898,12000000,1291,20000,320,6.2,"[120,280]"
"Man of the Year","Comedy","Barry Levinson",2006,115,37442180,20000000,52571,28005,347,6.2,"[100,120)"
"Come Early Morning","Drama","Joey Lauren Adams",2006,97,117560,6000000,1081,2330,65,6.2,"[ 63,100)"
"The Astronaut Farmer","Adventure","Michael Polish",2006,104,10996440,13000000,27806,19707,241,6.3,"[100,120)"
"For Your Consideration","Comedy","Christopher Guest",2006,86,5542025,12000000,3535,12197,294,6.3,"[ 63,100)"
"Beerfest","Comedy","Jay Chandrasekhar",2006,110,19179969,17500000,35345,54710,268,6.3,"[100,120)"
"Night at the Museum","Action","Shawn Levy",2006,108,250863268,110000000,55486,234480,623,6.4,"[100,120)"
"Last Holiday","Adventure","Wayne Wang",2006,112,38360195,45000000,3757,21215,215,6.4,"[100,120)"
"She's the Man","Comedy","Andy Fickman",2006,105,33687630,20000000,20109,116762,352,6.4,"[100,120)"
"Click","Comedy","Frank Coraci",2006,107,137340146,70000000,12700,246492,858,6.4,"[100,120)"
"Shortbus","Comedy","John Cameron Mitchell",2006,101,1984378,2000000,226,27346,366,6.5,"[100,120)"
"Ira & Abby","Comedy","Robert Cary",2006,101,220234,3500000,3574,1950,54,6.5,"[100,120)"
"Dreamgirls","Drama","Bill Condon",2006,130,103338338,70000000,2856,55901,744,6.5,"[120,280]"
"Talladega Nights: The Ballad of Ricky Bobby","Action","Adam McKay",2006,122,148213377,73000000,12410,130776,601,6.6,"[120,280]"
"Curious George","Adventure","Matthew O'Callaghan",2006,78,58336565,50000000,11124,12845,205,6.6,"[ 63,100)"
"Sherrybaby","Drama","Laurie Collyer",2006,96,198407,2000000,774,10282,156,6.6,"[ 63,100)"
"Valley of the Heart's Delight","Drama","Tim Boxell",2006,100,118666,2500000,1064,91,6,6.6,"[100,120)"
"The Hoax","Comedy","Lasse Hallstrom",2006,116,7156933,25000000,1134,14581,216,6.7,"[100,120)"
"Facing the Giants","Drama","Alex Kendrick",2006,111,10174663,100000,916,12399,413,6.7,"[100,120)"
"Old Joy","Drama","Kelly Reichardt",2006,76,255352,300000,132,4423,145,6.7,"[ 63,100)"
"Take the Lead","Drama","Liz Friedlander",2006,118,34703228,30000000,3797,21767,228,6.7,"[100,120)"
"Underworld: Evolution","Action","Len Wiseman",2006,102,62318875,50000000,2998,156225,708,6.8,"[100,120)"
"Over the Hedge","Adventure","Tim Johnson",2006,83,155019340,80000000,22813,127345,416,6.8,"[ 63,100)"
"A Prairie Home Companion","Comedy","Robert Altman",2006,105,20338609,10000000,12946,19655,491,6.8,"[100,120)"
"The Devil Wears Prada","Comedy","David Frankel",2006,109,124732962,35000000,23923,286178,839,6.8,"[100,120)"
"The Nativity Story","Drama","Catherine Hardwicke",2006,101,37617947,30000000,966,8143,325,6.8,"[100,120)"
"The Lake House","Drama","Alejandro Agresti",2006,99,52320979,40000000,18693,114321,723,6.8,"[ 63,100)"
"Ice Age: The Meltdown","Action","Carlos Saldanha",2006,115,195329763,80000000,1815,194249,417,6.9,"[100,120)"
"Mission: Impossible III","Action","J.J. Abrams",2006,124,133382309,150000000,34817,256695,1181,6.9,"[120,280]"
"Special","Comedy","Hal Haberman",2006,81,6387,1000000,2694,4862,93,6.9,"[ 63,100)"
"A Good Year","Comedy","Ridley Scott",2006,117,7458269,35000000,3611,70698,343,6.9,"[100,120)"
"The Holiday","Comedy","Nancy Meyers",2006,138,63224849,85000000,17423,182757,640,6.9,"[120,280]"
"Crank","Action","Mark Neveldine",2006,93,27829874,12000000,28767,196422,614,7,"[ 63,100)"
"Bobby","Drama","Emilio Estevez",2006,112,11204499,14000000,13528,38142,465,7,"[100,120)"
"Black Snake Moan","Drama","Craig Brewer",2006,116,9396487,15000000,5012,52421,397,7,"[100,120)"
"Quinceanera","Drama","Richard Glatzer",2006,90,1689999,400000,771,3675,117,7.1,"[ 63,100)"
"We Are Marshall","Drama","McG",2006,131,43532294,65000000,12088,46951,271,7.1,"[120,280]"
"Flags of Our Fathers","Drama","Clint Eastwood",2006,135,33574332,90000000,24468,101221,694,7.1,"[120,280]"
"Cars","Adventure","John Lasseter",2006,117,244052771,120000000,4905,263853,840,7.2,"[100,120)"
"Half Nelson","Drama","Ryan Fleck",2006,106,2694973,700000,33734,70885,397,7.2,"[100,120)"
"Rocky Balboa","Drama","Sylvester Stallone",2006,139,70269171,24000000,15111,162130,1247,7.2,"[120,280]"
"Pirates of the Caribbean: Dead Man's Chest","Action","Gore Verbinski",2006,151,423032628,225000000,48486,522040,2145,7.3,"[120,280]"
"Rescue Dawn","Adventure","Werner Herzog",2006,120,5484375,10000000,24270,84641,403,7.3,"[120,280]"
"Eight Below","Adventure","Frank Marshall",2006,120,81593527,40000000,24300,48806,381,7.3,"[120,280]"
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","Comedy","Larry Charles",2006,82,128505958,18000000,505,297014,1541,7.3,"[ 63,100)"
"The Fountain","Drama","Darren Aronofsky",2006,96,10139254,35000000,24640,190990,1189,7.3,"[ 63,100)"
"Wristcutters: A Love Story","Comedy","Goran Dukic",2006,88,104077,1000000,4720,46076,205,7.4,"[ 63,100)"
"Clerks II","Comedy","Kevin Smith",2006,97,24138847,5000000,2990,114797,646,7.4,"[ 63,100)"
"Journey from the Fall","Drama","Ham Tran",2006,135,638951,1592000,83,775,34,7.4,"[120,280]"
"Bella","Drama","Alejandro Monteverde",2006,91,8108247,3300000,2747,9607,234,7.4,"[ 63,100)"
"Stranger Than Fiction","Comedy","Marc Forster",2006,113,40137776,38000000,8362,186977,782,7.6,"[100,120)"
"United 93","Drama","Paul Greengrass",2006,111,31471430,15000000,313,83374,1107,7.6,"[100,120)"
"The Illusionist","Drama","Neil Burger",2006,110,39825798,16000000,4210,295375,881,7.6,"[100,120)"
"Little Children","Drama","Todd Field",2006,137,5459824,26000000,15337,92781,571,7.6,"[120,280]"
"Apocalypto","Action","Mel Gibson",2006,139,50859889,40000000,848,236000,1326,7.8,"[120,280]"
"Little Miss Sunshine","Comedy","Jonathan Dayton",2006,101,59889948,8000000,7227,355810,1159,7.9,"[100,120)"
"Letters from Iwo Jima","Drama","Clint Eastwood",2006,141,13753931,19000000,751,132149,567,7.9,"[120,280]"
"Children of Men","Drama","Alfonso Cuaron",2006,109,35286428,76000000,16479,361767,1578,7.9,"[100,120)"
"The Prestige","Drama","Christopher Nolan",2006,130,53082743,40000000,63986,844052,1441,8.5,"[120,280]"
"Who's Your Caddy?","Comedy","Don Michael Paul",2007,93,5694308,7000000,3128,13815,71,2,"[ 63,100)"
"Epic Movie","Adventure","Jason Friedberg",2007,93,39737645,20000000,4293,89687,778,2.3,"[ 63,100)"
"Daddy Day Camp","Comedy","Fred Savage",2007,89,13235267,6000000,1752,12339,84,2.9,"[ 63,100)"
"Blonde Ambition","Comedy","Scott Marshall",2007,93,5561,10000000,4725,4995,54,3.9,"[ 63,100)"
"Code Name: The Cleaner","Action","Les Mayfield",2007,91,8104069,20000000,2700,9785,79,4.5,"[ 63,100)"
"Aliens vs. Predator: Requiem","Action","Colin Strause",2007,102,41797066,40000000,4324,92789,1209,4.7,"[100,120)"
"The Ten","Comedy","David Wain",2007,96,766487,5250000,4883,15315,182,5,"[ 63,100)"
"Ghost Rider","Action","Mark Steven Johnson",2007,123,115802596,110000000,14017,182661,957,5.2,"[120,280]"
"Stomp the Yard","Drama","Sylvain White",2007,109,61356221,14000000,3544,19505,248,5.2,"[100,120)"
"The Brothers Solomon","Comedy","Bob Odenkirk",2007,93,900926,10000000,3307,9517,97,5.3,"[ 63,100)"
"License to Wed","Comedy","Ken Kwapis",2007,91,43792641,35000000,52566,32157,239,5.3,"[ 63,100)"
"Evan Almighty","Comedy","Tom Shadyac",2007,96,100289690,175000000,108016,115099,443,5.4,"[ 63,100)"
"Fantastic 4: Rise of the Silver Surfer","Action","Tim Story",2007,92,131920333,130000000,15302,213275,698,5.6,"[ 63,100)"
"Why Did I Get Married?","Comedy","Tyler Perry",2007,113,55184721,15000000,6510,9811,141,5.6,"[100,120)"
"Good Luck Chuck","Comedy","Mark Helfrich",2007,101,35000629,25000000,2822,74622,277,5.6,"[100,120)"
"Kiss the Bride","Comedy","C. Jay Cox",2007,100,31937,500000,2310,1358,19,5.7,"[100,120)"
"September Dawn","Drama","Christopher Cain",2007,111,1066555,11000000,1526,2618,154,5.8,"[100,120)"
"Reno 911!: Miami","Comedy","Robert Ben Garant",2007,84,20339754,10000000,2737,23928,162,5.9,"[ 63,100)"
"The Good Night","Comedy","Jake Paltrow",2007,93,20380,15000000,1245,7519,89,5.9,"[ 63,100)"
"Nancy Drew","Comedy","Andrew Fleming",2007,99,25584685,20000000,3327,15877,195,5.9,"[ 63,100)"
"Georgia Rule","Comedy","Garry Marshall",2007,113,18882880,20000000,4039,20539,213,5.9,"[100,120)"
"The Last Sin Eater","Drama","Michael Landon Jr.",2007,117,379643,2200000,2161,1573,47,5.9,"[100,120)"
"Premonition","Drama","Mennan Yapo",2007,96,47852604,20000000,1825,62364,521,5.9,"[ 63,100)"
"Lucky You","Drama","Curtis Hanson",2007,124,5755286,55000000,26334,18310,169,5.9,"[120,280]"
"Shrek the Third","Adventure","Chris Miller",2007,93,320706665,160000000,4705,211971,553,6.1,"[ 63,100)"
"The Golden Compass","Adventure","Chris Weitz",2007,113,70083519,180000000,24106,149019,917,6.1,"[100,120)"
"This Christmas","Comedy","Preston A. Whitmore II",2007,117,49121934,13000000,6554,6528,69,6.1,"[100,120)"
"Rush Hour 3","Action","Brett Ratner",2007,91,140080850,140000000,1125,121084,383,6.2,"[ 63,100)"
"Spider-Man 3","Action","Sam Raimi",2007,156,336530303,258000000,46055,383056,2294,6.2,"[120,280]"
"Bee Movie","Adventure","Steve Hickner",2007,91,126597121,150000000,6576,105902,400,6.2,"[ 63,100)"
"Finishing the Game: The Search for a New Bruce Lee","Comedy","Justin Lin",2007,84,52850,500000,734,1656,47,6.2,"[ 63,100)"
"The Game Plan","Comedy","Andy Fickman",2007,110,90636983,22000000,15170,44021,195,6.2,"[100,120)"
"Lions for Lambs","Drama","Robert Redford",2007,92,14998070,35000000,32875,41170,525,6.2,"[ 63,100)"
"War","Action","Philip G. Atwell",2007,103,22466994,25000000,33565,72673,285,6.3,"[100,120)"
"Beowulf","Action","Robert Zemeckis",2007,115,82161969,150000000,31523,142440,792,6.3,"[100,120)"
"My Name Is Bruce","Comedy","Bruce Campbell",2007,84,173066,1500000,1238,21379,188,6.3,"[ 63,100)"
"Sydney White","Comedy","Joe Nussbaum",2007,108,11702090,16500000,2785,37700,122,6.3,"[100,120)"
"No Reservations","Comedy","Scott Hicks",2007,104,43097652,28000000,3497,59068,299,6.3,"[100,120)"
"Blades of Glory","Comedy","Josh Gordon",2007,93,118153533,61000000,13232,129995,437,6.3,"[ 63,100)"
"The Life Before Her Eyes","Drama","Vadim Perelman",2007,90,303439,8000000,2073,12125,156,6.4,"[ 63,100)"
"Love in the Time of Cholera","Drama","Mike Newell",2007,139,4584886,45000000,538,19114,230,6.4,"[120,280]"
"You Kill Me","Comedy","John Dahl",2007,93,2426851,4000000,776,16224,197,6.5,"[ 63,100)"
"In the Land of Women","Comedy","Jon Kasdan",2007,97,11043445,10000000,20312,27689,155,6.5,"[ 63,100)"
"Walk Hard: The Dewey Cox Story","Comedy","Jake Kasdan",2007,120,18317151,35000000,1082,55630,371,6.7,"[120,280]"
"Hairspray","Comedy","Adam Shankman",2007,117,118823091,75000000,1673,98693,620,6.7,"[100,120)"
"Death Sentence","Action","James Wan",2007,111,9525276,20000000,3309,60156,465,6.8,"[100,120)"
"Martian Child","Comedy","Menno Meyjes",2007,106,7486906,27000000,2495,17436,189,6.8,"[100,120)"
"Resurrecting the Champ","Drama","Rod Lurie",2007,112,3169424,13000000,2417,18442,163,6.8,"[100,120)"
"Rendition","Drama","Gavin Hood",2007,122,9664316,27500000,50950,47203,328,6.8,"[120,280]"
"Aqua Teen Hunger Force Colon Movie Film for Theaters","Action","Matt Maiellaro",2007,86,5518918,750000,3071,12160,155,6.9,"[ 63,100)"
"The Hunting Party","Adventure","Richard Shepard",2007,101,876671,25000000,504,22010,184,6.9,"[100,120)"
"Disturbia","Drama","D.J. Caruso",2007,105,80050171,20000000,2287,186984,744,6.9,"[100,120)"
"Charlie Bartlett","Comedy","Jon Poll",2007,97,3950294,12000000,22577,56654,270,7,"[ 63,100)"
"Knocked Up","Comedy","Judd Apatow",2007,133,148734225,30000000,12874,298590,810,7,"[120,280]"
"The Kingdom","Action","Peter Berg",2007,110,47456450,70000000,5187,101386,523,7.1,"[100,120)"
"Transformers","Action","Michael Bay",2007,144,318759914,150000000,2333,513158,2178,7.1,"[120,280]"
"Pirates of the Caribbean: At World's End","Action","Gore Verbinski",2007,169,309404152,300000000,48350,471220,1540,7.1,"[120,280]"
"Waitress","Comedy","Adrienne Shelly",2007,108,19067631,2000000,1981,37714,377,7.1,"[100,120)"
"P.S. I Love You","Drama","Richard LaGravenese",2007,126,53680848,30000000,18726,167967,374,7.1,"[120,280]"
"Shooter","Action","Antoine Fuqua",2007,124,46975183,61000000,1640,256213,536,7.2,"[120,280]"
"Live Free or Die Hard","Action","Len Wiseman",2007,129,134520804,110000000,13961,336235,1136,7.2,"[120,280]"
"Bridge to Terabithia","Adventure","Gabor Csupo",2007,96,82234139,17000000,28071,110390,703,7.2,"[ 63,100)"
"Things We Lost in the Fire","Drama","Susanne Bier",2007,118,2849142,16000000,1889,24104,234,7.2,"[100,120)"
"I Am Legend","Drama","Francis Lawrence",2007,104,256386216,150000000,13076,530870,1736,7.2,"[100,120)"
"The Bucket List","Adventure","Rob Reiner",2007,97,93452056,45000000,14868,184795,517,7.4,"[ 63,100)"
"The Simpsons Movie","Adventure","David Silverman",2007,87,183132370,75000000,3086,259083,1062,7.4,"[ 63,100)"
"Death at a Funeral","Comedy","Frank Oz",2007,87,8579684,9000000,24324,89547,367,7.4,"[ 63,100)"
"Lars and the Real Girl","Comedy","Craig Gillespie",2007,106,5949693,12000000,34351,114762,525,7.4,"[100,120)"
"Across the Universe","Drama","Julie Taymor",2007,133,24343673,45000000,5405,91860,680,7.4,"[120,280]"
"Juno","Comedy","Jason Reitman",2007,96,143492840,7500000,28817,414335,1268,7.5,"[ 63,100)"
"Reign Over Me","Drama","Mike Binder",2007,124,19661987,20000000,17050,83786,385,7.5,"[120,280]"
"August Rush","Drama","Kirsten Sheridan",2007,114,31655091,30000000,50927,87331,512,7.5,"[100,120)"
"Grindhouse","Action","Robert Rodriguez",2007,189,25031037,53000000,22186,155496,782,7.6,"[120,280]"
"Superbad","Comedy","Greg Mottola",2007,119,121463226,20000000,17584,422606,811,7.6,"[100,120)"
"The Kite Runner","Drama","Marc Forster",2007,128,15797907,20000000,904,68119,431,7.6,"[120,280]"
"3:10 to Yuma","Adventure","James Mangold",2007,122,53574088,55000000,33548,237872,855,7.8,"[120,280]"
"The Bourne Ultimatum","Action","Paul Greengrass",2007,115,227137090,110000000,17369,491077,1149,8.1,"[100,120)"
"There Will Be Blood","Drama","Paul Thomas Anderson",2007,158,40218903,25000000,533,372990,1505,8.1,"[120,280]"
"Into the Wild","Adventure","Sean Penn",2007,148,18352454,15000000,18752,426359,1034,8.2,"[120,280]"
"Disaster Movie","Comedy","Jason Friedberg",2008,88,14174654,25000000,2857,74945,470,1.9,"[ 63,100)"
"Meet the Spartans","Comedy","Jason Friedberg",2008,86,38232624,30000000,3854,88518,520,2.7,"[ 63,100)"
"Witless Protection","Comedy","Charles Robert Carner",2008,97,4131640,7500000,4091,5463,55,3.1,"[ 63,100)"
"Beverly Hills Chihuahua","Adventure","Raja Gosnell",2008,91,94497271,20000000,4729,17829,199,3.7,"[ 63,100)"
"The Love Guru","Comedy","Marco Schnabel",2008,87,32178777,62000000,6658,43300,400,3.8,"[ 63,100)"
"The Haunting of Molly Hartley","Drama","Mickey Liddell",2008,82,13350177,5000000,4856,7904,187,3.8,"[ 63,100)"
"An American Carol","Comedy","David Zucker",2008,83,7001720,12000000,2907,8560,250,4.3,"[ 63,100)"
"Delgo","Adventure","Marc F. Adler",2008,94,511920,40000000,2449,2458,67,4.4,"[ 63,100)"
"Superhero Movie","Action","Craig Mazin",2008,82,25871834,35000000,3266,52052,294,4.5,"[ 63,100)"
"Space Chimps","Adventure","Kirk De Micco",2008,81,30105968,37000000,2268,8860,130,4.5,"[ 63,100)"
"High School Musical 3: Senior Year","Comedy","Kenny Ortega",2008,112,90556401,11000000,3507,43795,299,4.5,"[100,120)"
"College","Comedy","Deb Hagan",2008,94,4693919,6500000,4484,11011,120,4.6,"[ 63,100)"
"Surfer, Dude","Comedy","S.R. Bindler",2008,85,36497,6000000,14599,7367,63,4.7,"[ 63,100)"
"The Spirit","Action","Frank Miller",2008,103,19781879,60000000,20881,53864,513,4.8,"[100,120)"
"Meet Dave","Adventure","Brian Robbins",2008,90,11802056,60000000,1865,31640,236,4.9,"[ 63,100)"
"The Women","Comedy","Diane English",2008,114,26896744,16500000,3485,16582,249,4.9,"[100,120)"
"The Mummy: Tomb of the Dragon Emperor","Action","Rob Cohen",2008,112,102176165,145000000,9131,117927,765,5.2,"[100,120)"
